Textbox3,Textbox15
"For 1970 and 1980, the share of adults who are college graduates includes those who completed at four or more years of college regardless of degree earned. In 1990, 2000, and 2016-2020 the share includes those who received a bachelor's or higher degree.

Urban and rural (metro and nonmetro) definitions are based on the Office of Management and Budget (OMB) February 2013. See the What is Rural?

The data for 2016-2020 is a 5-year average from the Census Bureau's American Community Survey. 

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Censuses of Population, and the 2016-2020 American Community Survey.

","See the Census Bureau web site for a description of FIPS codes.

*The 2013 Rural-urban continuum codes classify metropolitan counties (codes 1 through 3) by size of the Metropolitan Statistical Area (MSA), and nonmetropolitan counties (codes 4 through 9) by degree of urbanization and proximity to metro areas. See the Rural-urban continuum codes for precise definitions of each code.

For 1970 and 1980, the share of adults who are college graduates includes those who completed at four or more years of college regardless of degree earned. In 1990, 2000, and 2016-2020 the share includes those who received a bachelor's or higher degree.

The data for 2016-2020 is a 5-year average from the Census Bureau's American Community Survey.

Data is for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Censuses of Population, and the 2016-2020 American Community Survey.


"

PolygonLayer2_label,Value0
,0.329192969058248
,0.262273452858637
,0.299868028032666
,0.303070785810152
,0.238165372458581
,0.347152572930136
,0.416035720273568
,0.400127751631545
,0.326596261049907
,0.597576426434203
,0.305463547616092
,0.321973293503468
,0.335689762279674
,0.286679809734019
,0.355172159738451
,0.271550631635984
,0.293185212916369
,0.339234514824868
,0.250233729478848
,0.248619852716339
,0.324898079673448
,0.408955943504187
,0.44527406319524
,0.299858294981641
,0.367810073431835
,0.22752068466128
,0.299412563517647
,0.331427762533211
,0.324971815107103
,0.254557220773514
,0.375514074891728
,0.407336346975225
,0.281416351891969
,0.374586650296425
,0.320411826614716
,0.306824782674237
,0.288901911748596
,0.261479966917846
,0.344007633717396
,0.323305633660875
,0.350221886507412
,0.289898782278557
,0.292964683822668
,0.281508617380314
,0.306895594983396
,0.346844908567
,0.3965898269353
,0.395149203122318
,0.366792691447373
,0.212969547516141
,0.308013725359218
,0.281806633589516
,0.26671882654011

Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,rate_2010
2016-2020,01000,Alabama,,7.8%,12.2%,15.7%,19.0%,26.2%
2016-2020,01001,"Autauga, AL        ",2,6.4%,12.1%,14.5%,18.0%,28.3%
2016-2020,01003,"Baldwin, AL        ",3,6.5%,12.1%,16.8%,23.1%,31.9%
2016-2020,01005,"Barbour, AL        ",6,7.3%,9.2%,11.8%,10.9%,11.6%
2016-2020,01007,"Bibb, AL        ",1,4.2%,4.9%,4.7%,7.1%,11.3%
2016-2020,01009,"Blount, AL        ",1,2.7%,5.3%,7.0%,9.6%,13.3%
2016-2020,01011,"Bullock, AL        ",6,5.4%,8.8%,10.0%,7.7%,10.3%
2016-2020,01013,"Butler, AL        ",6,4.6%,8.2%,8.0%,10.4%,16.0%
2016-2020,01015,"Calhoun, AL        ",3,7.5%,11.0%,14.2%,15.2%,18.9%
2016-2020,01017,"Chambers, AL        ",6,4.2%,7.4%,8.9%,9.5%,14.4%
2016-2020,01019,"Cherokee, AL        ",6,3.8%,6.3%,6.7%,9.7%,12.9%
2016-2020,01021,"Chilton, AL        ",1,3.0%,6.5%,7.5%,9.9%,13.6%
2016-2020,01023,"Choctaw, AL        ",9,4.3%,7.0%,8.5%,9.6%,13.5%
2016-2020,01025,"Clarke, AL        ",7,5.5%,8.9%,10.8%,12.1%,13.8%
2016-2020,01027,"Clay, AL        ",9,4.3%,5.9%,7.3%,7.8%,11.8%
2016-2020,01029,"Cleburne, AL        ",8,2.7%,5.8%,6.5%,9.2%,16.0%
2016-2020,01031,"Coffee, AL        ",4,5.8%,12.2%,16.5%,19.3%,21.7%
2016-2020,01033,"Colbert, AL        ",3,5.8%,9.4%,11.5%,14.1%,17.4%
2016-2020,01035,"Conecuh, AL        ",7,4.1%,6.2%,6.4%,9.2%,13.8%
2016-2020,01037,"Coosa, AL        ",8,3.4%,3.6%,6.3%,8.0%,11.6%
2016-2020,01039,"Covington, AL        ",6,4.7%,7.1%,9.1%,12.2%,15.6%
2016-2020,01041,"Crenshaw, AL        ",8,3.9%,6.8%,8.4%,11.2%,18.5%
2016-2020,01043,"Cullman, AL        ",4,3.9%,7.3%,7.8%,11.9%,15.4%
2016-2020,01045,"Dale, AL        ",4,9.0%,11.6%,13.5%,14.0%,18.2%
2016-2020,01047,"Dallas, AL        ",4,8.8%,11.3%,12.2%,13.9%,16.6%
2016-2020,01049,"DeKalb, AL        ",6,3.7%,5.7%,7.1%,8.3%,14.0%
2016-2020,01051,"Elmore, AL        ",2,5.4%,10.3%,12.8%,16.6%,25.8%
2016-2020,01053,"Escambia, AL        ",6,4.8%,7.2%,7.6%,10.6%,12.5%
2016-2020,01055,"Etowah, AL        ",3,5.2%,8.9%,10.2%,13.4%,17.7%
2016-2020,01057,"Fayette, AL        ",6,3.8%,7.3%,8.5%,9.2%,12.3%
2016-2020,01059,"Franklin, AL        ",6,3.4%,6.0%,6.9%,9.7%,15.0%
2016-2020,01061,"Geneva, AL        ",3,4.5%,5.9%,6.8%,8.7%,13.1%
2016-2020,01063,"Greene, AL        ",8,6.5%,9.6%,10.4%,10.5%,10.1%
2016-2020,01065,"Hale, AL        ",3,5.0%,6.7%,8.9%,8.1%,15.6%
2016-2020,01067,"Henry, AL        ",3,4.8%,8.6%,8.2%,14.1%,18.9%
2016-2020,01069,"Houston, AL        ",3,7.0%,12.7%,15.0%,18.4%,22.1%
2016-2020,01071,"Jackson, AL        ",6,3.4%,6.8%,8.0%,10.4%,16.2%
2016-2020,01073,"Jefferson, AL        ",1,9.5%,15.8%,19.9%,24.6%,34.1%
2016-2020,01075,"Lamar, AL        ",8,3.4%,5.9%,6.2%,7.8%,11.3%
2016-2020,01077,"Lauderdale, AL        ",3,8.3%,13.0%,16.4%,18.5%,25.1%
2016-2020,01079,"Lawrence, AL        ",3,2.4%,4.0%,6.2%,7.5%,15.8%
2016-2020,01081,"Lee, AL        ",3,16.6%,21.6%,25.3%,27.9%,36.4%
2016-2020,01083,"Limestone, AL        ",2,6.2%,8.7%,13.8%,16.9%,24.9%
2016-2020,01085,"Lowndes, AL        ",2,5.0%,6.8%,8.2%,11.0%,14.7%
2016-2020,01087,"Macon, AL        ",6,14.7%,18.1%,18.0%,18.8%,20.5%
2016-2020,01089,"Madison, AL        ",2,18.8%,21.4%,30.1%,34.3%,43.8%
2016-2020,01091,"Marengo, AL        ",7,6.4%,8.8%,11.5%,12.1%,17.1%
2016-2020,01093,"Marion, AL        ",7,3.5%,6.1%,6.7%,8.0%,13.3%
2016-2020,01095,"Marshall, AL        ",4,5.2%,8.6%,11.5%,13.9%,20.7%
2016-2020,01097,"Mobile, AL        ",2,7.5%,12.4%,15.5%,18.6%,24.4%
2016-2020,01099,"Monroe, AL        ",7,5.7%,8.7%,10.8%,11.8%,13.5%
2016-2020,01101,"Montgomery, AL        ",2,12.7%,20.0%,24.2%,28.5%,33.7%
2016-2020,01103,"Morgan, AL        ",3,8.4%,11.8%,15.5%,18.4%,21.3%
2016-2020,01105,"Perry, AL        ",8,7.1%,9.7%,11.5%,10.0%,17.8%
2016-2020,01107,"Pickens, AL        ",3,4.6%,7.0%,6.6%,9.8%,14.4%
2016-2020,01109,"Pike, AL        ",6,7.1%,11.3%,14.3%,18.4%,29.6%
2016-2020,01111,"Randolph, AL        ",6,3.7%,7.2%,7.7%,10.0%,17.1%
2016-2020,01113,"Russell, AL        ",2,3.0%,5.7%,8.2%,9.7%,17.5%
2016-2020,01115,"St. Clair, AL        ",1,3.1%,6.4%,8.5%,11.1%,18.1%
2016-2020,01117,"Shelby, AL        ",1,5.8%,17.8%,29.0%,36.8%,44.2%
2016-2020,01119,"Sumter, AL        ",8,7.4%,9.9%,11.1%,12.4%,18.4%
2016-2020,01121,"Talladega, AL        ",4,5.1%,7.8%,10.2%,11.2%,15.3%
2016-2020,01123,"Tallapoosa, AL        ",6,4.4%,8.3%,11.5%,14.1%,18.8%
2016-2020,01125,"Tuscaloosa, AL        ",3,10.9%,16.6%,20.0%,24.0%,31.1%
2016-2020,01127,"Walker, AL        ",1,4.0%,6.4%,7.2%,9.1%,13.4%
2016-2020,01129,"Washington, AL        ",8,3.6%,5.5%,6.7%,8.6%,14.4%
2016-2020,01131,"Wilcox, AL        ",9,6.3%,9.5%,10.3%,10.1%,11.7%
2016-2020,01133,"Winston, AL        ",6,3.3%,5.2%,5.4%,8.3%,13.3%

Textbox17,Textbox49,Textbox69,county2,rate_1971,rate_1981,rate_1991,rate_2001,rate_2011,ID1970_U,ID1980_U,ID1990_U,ID2000_U,ID2010_U,ID1970_R,ID1980_R,ID1990_R,ID2000_R,ID2010_R
2016-2020,2016-2020,2016-2020,United States,10.7%,16.2%,20.3%,24.4%,32.9%,11.5%,17.5%,22.0%,26.2%,35.0%,6.7%,10.5%,12.3%,14.9%,20.7%
2016-2020,2016-2020,2016-2020,Alabama,7.8%,12.2%,15.7%,19.0%,26.2%,8.9%,13.7%,17.8%,21.7%,29.3%,5.3%,8.2%,9.8%,11.6%,16.1%
2016-2020,2016-2020,2016-2020,Alaska,14.1%,21.2%,23.1%,24.7%,30.0%,15.5%,22.5%,25.1%,26.6%,32.6%,13.5%,18.9%,19.2%,21.0%,24.7%
2016-2020,2016-2020,2016-2020,Arizona,12.6%,17.4%,20.3%,23.5%,30.3%,13.0%,17.9%,21.0%,24.2%,31.0%,7.5%,10.3%,9.8%,12.4%,16.1%
2016-2020,2016-2020,2016-2020,Arkansas,6.7%,10.8%,13.3%,16.7%,23.8%,8.2%,13.3%,16.3%,20.2%,28.3%,5.1%,8.3%,9.8%,12.2%,16.5%
2016-2020,2016-2020,2016-2020,California,13.4%,19.6%,23.4%,26.6%,34.7%,13.6%,19.7%,23.6%,26.8%,35.0%,8.7%,14.6%,15.6%,18.0%,23.9%
2016-2020,2016-2020,2016-2020,Colorado,14.9%,23.0%,27.0%,32.7%,41.6%,16.2%,24.0%,28.2%,34.0%,42.9%,9.1%,17.2%,19.8%,25.0%,33.0%
2016-2020,2016-2020,2016-2020,Connecticut,13.7%,20.7%,27.2%,31.4%,40.0%,13.8%,20.8%,27.3%,31.6%,40.3%,12.0%,18.6%,25.0%,27.5%,35.9%
2016-2020,2016-2020,2016-2020,Delaware,13.1%,17.5%,21.4%,25.0%,32.7%,13.1%,17.5%,21.4%,25.0%,32.7%,,,,,
2016-2020,2016-2020,2016-2020,District of Columbia,17.8%,27.5%,33.3%,39.1%,59.8%,17.8%,27.5%,33.3%,39.1%,59.8%,,,,,
2016-2020,2016-2020,2016-2020,Florida,10.3%,14.9%,18.3%,22.3%,30.5%,10.4%,14.8%,18.6%,22.8%,31.1%,6.2%,8.9%,10.8%,11.8%,15.1%
2016-2020,2016-2020,2016-2020,Georgia,9.2%,14.6%,19.3%,24.3%,32.2%,10.6%,16.5%,21.8%,27.2%,35.3%,5.3%,8.5%,10.1%,12.5%,17.3%
2016-2020,2016-2020,2016-2020,Hawaii,14.0%,20.3%,22.9%,26.2%,33.6%,15.0%,21.2%,23.8%,27.2%,34.6%,7.4%,15.3%,17.8%,21.3%,29.3%
2016-2020,2016-2020,2016-2020,Idaho,10.0%,15.8%,17.7%,21.7%,28.7%,11.1%,17.2%,19.4%,23.9%,30.9%,8.6%,14.0%,15.1%,18.0%,24.0%
2016-2020,2016-2020,2016-2020,Illinois,10.3%,16.2%,21.0%,26.1%,35.5%,11.0%,17.4%,22.6%,28.0%,37.7%,6.1%,9.5%,11.0%,13.5%,19.1%
2016-2020,2016-2020,2016-2020,Indiana,8.3%,12.5%,15.6%,19.4%,27.2%,9.2%,13.9%,17.4%,21.8%,30.0%,5.8%,8.7%,10.0%,12.0%,17.4%
2016-2020,2016-2020,2016-2020,Iowa,9.1%,13.9%,16.9%,21.2%,29.3%,11.7%,17.5%,21.1%,26.3%,35.0%,6.9%,10.7%,12.5%,15.5%,21.3%
2016-2020,2016-2020,2016-2020,Kansas,11.4%,17.0%,21.1%,25.8%,33.9%,13.7%,20.5%,25.4%,30.6%,39.1%,8.6%,12.6%,14.5%,17.6%,22.7%
2016-2020,2016-2020,2016-2020,Kentucky,7.2%,11.1%,13.6%,17.1%,25.0%,8.9%,13.8%,17.4%,21.8%,30.7%,5.2%,7.9%,9.1%,11.3%,17.0%
2016-2020,2016-2020,2016-2020,Louisiana,9.0%,13.9%,16.1%,18.7%,24.9%,9.7%,15.0%,17.4%,20.1%,26.6%,6.3%,9.3%,10.3%,11.9%,15.4%
2016-2020,2016-2020,2016-2020,Maine,8.4%,14.4%,18.8%,22.9%,32.5%,9.3%,15.4%,21.0%,25.4%,36.4%,7.3%,13.2%,16.0%,19.4%,26.9%
2016-2020,2016-2020,2016-2020,Maryland,13.9%,20.4%,26.5%,31.4%,40.9%,14.2%,20.6%,26.8%,31.9%,41.3%,6.5%,11.1%,14.3%,17.6%,27.6%
2016-2020,2016-2020,2016-2020,Massachusetts,12.6%,20.0%,27.2%,33.2%,44.5%,12.6%,20.0%,27.3%,33.2%,44.6%,10.8%,19.7%,26.0%,31.5%,40.4%
2016-2020,2016-2020,2016-2020,Michigan,9.4%,14.3%,17.4%,21.8%,30.0%,9.9%,15.0%,18.5%,23.3%,31.9%,6.8%,10.8%,12.2%,15.1%,21.8%
2016-2020,2016-2020,2016-2020,Minnesota,11.1%,17.4%,21.8%,27.4%,36.8%,13.1%,20.1%,25.1%,31.1%,40.8%,6.7%,10.8%,12.8%,16.4%,23.0%
2016-2020,2016-2020,2016-2020,Mississippi,8.1%,12.3%,14.7%,16.9%,22.8%,10.2%,15.2%,18.4%,20.7%,27.1%,7.0%,10.5%,12.3%,14.1%,18.9%
2016-2020,2016-2020,2016-2020,Missouri,9.0%,13.9%,17.8%,21.6%,29.9%,10.1%,15.9%,20.5%,24.9%,34.0%,5.8%,8.6%,10.2%,12.5%,17.8%
2016-2020,2016-2020,2016-2020,Montana,11.0%,17.5%,19.8%,24.4%,33.1%,14.1%,20.0%,22.2%,26.9%,35.2%,9.5%,16.1%,18.5%,23.1%,32.1%
